
31.12.2019, 17:51:40 | 📱 Гл Администратор | uID:163 |  URL: https://vk.com/id544599285 | Профиль
31.12.2019, 18:20:09 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 3
31.12.2019, 18:20:22 | 🌺 Легендарный Боженька | uID:999 |  URL: https://vk.com/id545423358 | Питомец
31.12.2019, 18:20:56 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Питомец
31.12.2019, 18:21:10 | 🌺 Легендарный Боженька | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).pet.lvl = 5000
31.12.2019, 18:21:12 | 🌺 Легендарный Боженька | uID:999 |  URL: https://vk.com/id545423358 | Питомец
31.12.2019, 18:22:50 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | eval users.find(x=> x.id === 545423358).pet.lvl = 5000
31.12.2019, 18:22:51 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 3
31.12.2019, 18:23:01 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 3
31.12.2019, 18:23:02 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:04 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 3
31.12.2019, 18:23:05 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:08 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 3
31.12.2019, 18:23:09 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:10 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:12 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:14 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:16 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:17 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:20 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:22 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:24 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:30 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:31 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | eval users.find(x=> x.id === 545423358).pet.lvl = 5000
31.12.2019, 18:23:32 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:34 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:37 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:39 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:42 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:42 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | проф
31.12.2019, 18:23:44 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук 6
31.12.2019, 18:23:52 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:23:57 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:23:59 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:01 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:05 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:10 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:11 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | маник
31.12.2019, 18:24:22 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | бизнес 1
31.12.2019, 18:24:23 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:25 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:28 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:30 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:32 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:34 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:35 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:39 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:47 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:48 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:24:50 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сундук открыть 6
31.12.2019, 18:25:12 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
31.12.2019, 18:26:16 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | играть
31.12.2019, 18:26:25 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | помощь
31.12.2019, 18:26:36 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Топ
31.12.2019, 18:26:51 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | проф
31.12.2019, 18:26:52 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Сработа
31.12.2019, 18:26:55 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Подарки
31.12.2019, 18:27:03 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Питомец подарки
31.12.2019, 18:27:05 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | подарки
31.12.2019, 18:27:09 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Бонус
31.12.2019, 18:27:15 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | Питомец подарки
31.12.2019, 18:27:26 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:27:34 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:27:47 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:28:13 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:28:28 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:31 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:34 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:37 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:39 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:42 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:45 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:48 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:52 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:28:55 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:29:07 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:17 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | проф
31.12.2019, 18:29:23 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:27 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:32 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:38 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:43 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:46 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:50 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:53 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:29:57 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:30:01 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:30:11 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:15 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | проф
31.12.2019, 18:30:33 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:36 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:39 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:41 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:44 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:46 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:49 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:52 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:54 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:30:58 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:31:13 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:16 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:19 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:22 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:25 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:29 | 🌺 Легендарный Боженька | uID:999 |  URL: https://vk.com/id545423358 | cmd.hear(/^(?:Статусы)/i, async (message) => {

return message.send(`
Статусы: Их Нельзя Купить Это статус, кем вы отвечаете в боте
1. 🎁 Конкурсовод
2. 🌟 Владелец
3. 🖥️ Кодер
4. 📱 Тех Поддержка
5. 🔋 Заместитель Владельца
6. 👍 Помощник
`)
});
31.12.2019, 18:31:33 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:43 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:47 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:51 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:31:55 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:32:09 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:32:14 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | проф
31.12.2019, 18:32:26 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | топ
31.12.2019, 18:32:46 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:32:53 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:00 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:04 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:07 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:10 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:12 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:15 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:19 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:22 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:24 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук 6
31.12.2019, 18:33:40 | Простой Игрок | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:33:42 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:33:45 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:33:51 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:33:56 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:00 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:03 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:07 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:10 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:13 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:16 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
31.12.2019, 18:34:18 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | сундук открыть 6
