
29.12.2019, 12:31:44 | 🔥 НедоКодер | uID:0 |  URL: https://vk.com/id545423358 | 📦 Сундуки
29.12.2019, 15:00:37 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Плюшки
29.12.2019, 15:00:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 15:01:23 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Баланс
29.12.2019, 15:01:38 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк все
29.12.2019, 15:01:44 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Ферма
29.12.2019, 15:02:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк снять 10кккккк
29.12.2019, 15:02:22 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:26 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:28 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:30 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:31 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:33 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:36 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:38 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:40 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино 40кккк
29.12.2019, 15:02:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:02:51 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:02:52 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:02:53 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:02:55 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:02:56 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все
29.12.2019, 15:03:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Бизнес 1
29.12.2019, 15:03:30 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 15:03:37 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк
29.12.2019, 15:03:51 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк снять все
29.12.2019, 15:05:27 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 15:05:53 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Казино 78ккк
29.12.2019, 15:05:57 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Профиль
29.12.2019, 15:06:12 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 1 1
29.12.2019, 15:06:29 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:06:44 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100кккк
29.12.2019, 15:06:49 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:06:51 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:06:53 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:06:56 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:06:58 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:00 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:02 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:12 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Профиль
29.12.2019, 15:07:23 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:25 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:27 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:28 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:36 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:38 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:40 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:42 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:43 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:45 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:48 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:53 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Казино 78ккк
29.12.2019, 15:07:56 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Казино 78ккк
29.12.2019, 15:07:58 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 114 100ккк
29.12.2019, 15:07:59 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Казино 78ккк
29.12.2019, 15:08:34 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк все
29.12.2019, 15:08:55 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 15:09:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Казино все поставил
29.12.2019, 15:10:15 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Фермы
29.12.2019, 15:10:28 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Банк снять все
29.12.2019, 15:10:33 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Фермы 3 2000
29.12.2019, 15:10:41 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Фермы 3
29.12.2019, 15:13:17 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Бизнес 1
29.12.2019, 15:13:22 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Бонус
29.12.2019, 15:13:29 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Ферма
29.12.2019, 15:13:34 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Фермы 1
29.12.2019, 15:13:52 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Топ
29.12.2019, 15:14:12 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 15:14:45 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан создать ТОП😈
29.12.2019, 15:15:27 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | КЛАН
29.12.2019, 15:15:31 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан
29.12.2019, 15:15:47 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан улучшить
29.12.2019, 15:15:50 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан улучшить
29.12.2019, 15:15:55 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан улучшить
29.12.2019, 15:15:58 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан улучшить
29.12.2019, 15:15:58 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан улучшить
29.12.2019, 15:16:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан
29.12.2019, 15:16:55 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 15:17:18 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан пополнить 10ккккк
29.12.2019, 15:17:22 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 15:17:27 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан
29.12.2019, 15:18:17 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Ник 😈ŦØP😈
29.12.2019, 15:18:33 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 15:19:18 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан метка 😈😈😎😈😈
29.12.2019, 15:19:41 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан метка топ😈
29.12.2019, 15:19:52 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан метка 😈
29.12.2019, 15:19:58 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан
29.12.2019, 15:20:11 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан атака
29.12.2019, 15:21:08 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан открыть
29.12.2019, 15:21:14 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан
29.12.2019, 15:21:48 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 15:21:52 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Клан войти 7
29.12.2019, 15:23:00 | Простой Игрок | uID:133 |  URL: https://vk.com/id538114387 | Помощь
29.12.2019, 15:23:07 | Простой Игрок | uID:133 |  URL: https://vk.com/id538114387 | Клан войти 7
29.12.2019, 15:23:11 | Простой Игрок | uID:133 |  URL: https://vk.com/id538114387 | Клан
29.12.2019, 15:23:36 | Простой Игрок | uID:134 |  URL: https://vk.com/id316244421 | Клан войти 7
29.12.2019, 15:23:40 | Простой Игрок | uID:134 |  URL: https://vk.com/id316244421 | Клан войти 7
29.12.2019, 15:25:27 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Клан войти 7
29.12.2019, 15:25:37 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Клан атака
29.12.2019, 15:27:29 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 15:27:54 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 20ккк
29.12.2019, 15:28:03 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 209ккк
29.12.2019, 15:28:11 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:14 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:15 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:17 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:18 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:21 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Передать 110 100ккк
29.12.2019, 15:28:27 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 15:28:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан повысить 110
29.12.2019, 15:28:52 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан повысить 110
29.12.2019, 15:55:24 | Простой Игрок | uID:114 |  URL: https://vk.com/id474978831 | Профиль
29.12.2019, 16:10:23 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 16:10:29 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Клан атака
29.12.2019, 16:10:51 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан атака
29.12.2019, 16:12:02 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Клан помощь
29.12.2019, 16:12:18 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Помощь
29.12.2019, 16:31:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Топ
29.12.2019, 16:31:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Топ
29.12.2019, 16:31:05 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 16:31:06 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Топ
29.12.2019, 16:31:06 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 16:31:08 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Проф
29.12.2019, 16:31:09 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 16:31:46 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Ник Костян
29.12.2019, 16:32:03 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:32:10 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работа
29.12.2019, 16:32:23 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работа 9
29.12.2019, 16:32:34 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работа 1
29.12.2019, 16:32:49 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:32:51 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:32:53 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:33:00 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:33:02 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:33:08 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Работать
29.12.2019, 16:33:18 | Простой Игрок | uID:109 |  URL: https://vk.com/id356444952 | Проф
29.12.2019, 16:33:42 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 16:34:01 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).settings.agent = 1
29.12.2019, 16:34:03 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 16:34:32 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).ded = 1
29.12.2019, 16:34:36 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 16:34:39 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | Ник Волков
29.12.2019, 16:34:47 | Простой Игрок | uID:0 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).rub = 54
29.12.2019, 16:35:08 | Простой Игрок | uID:123 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).uid = 123
29.12.2019, 16:35:17 | Простой Игрок | uID:123 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 16:36:59 | Простой Игрок | uID:123 |  URL: https://vk.com/id545423358 | Выдать 123 6
29.12.2019, 16:37:14 | 📱 Гл Администратор | uID:123 |  URL: https://vk.com/id545423358 | Setadm 123 5
29.12.2019, 16:37:30 | 🌺 Легендарный Боженька | uID:123 |  URL: https://vk.com/id545423358 | Setadm 123 8
29.12.2019, 16:38:02 | 🌺 Легендарный Боженька | uID:0 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).uid = 0
29.12.2019, 16:38:10 | 🌺 Легендарный Боженька | uID:0 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 16:38:21 | 🌺 Легендарный Боженька | uID:0 |  URL: https://vk.com/id545423358 | Выдатьруб 0 5кк
29.12.2019, 16:39:51 | 🌺 Легендарный Боженька | uID:0 |  URL: https://vk.com/id545423358 | Eval users.length
29.12.2019, 17:32:56 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 17:32:56 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Питомец подарки
29.12.2019, 17:32:57 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Профиль
29.12.2019, 17:32:57 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 17:32:57 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Профиль
29.12.2019, 17:32:59 | Простой Игрок | uID:110 |  URL: https://vk.com/id520754297 | Проф
29.12.2019, 17:43:22 | Челик | uID:0 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.id === 545423358).settings.adm = "Челик"
29.12.2019, 17:43:27 | Челик | uID:0 |  URL: https://vk.com/id545423358 | Профиль
29.12.2019, 17:44:01 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Профиль
29.12.2019, 17:44:42 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.settings.agent = 8
29.12.2019, 17:44:47 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Профиль
29.12.2019, 17:45:10 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.settings
29.12.2019, 17:45:34 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.agent = 8
29.12.2019, 17:45:39 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Профиль
29.12.2019, 17:45:56 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.agent = 9
29.12.2019, 17:46:00 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Проф
29.12.2019, 17:47:21 | 🔧JavaScript Coder🔧 | uID:0 |  URL: https://vk.com/id545423358 | Eval message.user.settings.adm= '🔧JavaScript Coder🔧'
29.12.2019, 17:47:42 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.agent= '🔧JavaScript Coder🔧'
29.12.2019, 17:47:49 | Простой Игрок🔥 VIP-статус🌀 Premium-Статус🔥 Администратор📱 Гл Администратор🎅 Санта📀 Владелец 🌺 Легендарный Боженька | uID:6 |  URL: https://vk.com/id285443942 | Проф
29.12.2019, 17:48:08 | 🔧JavaScript Coder🔧 | uID:6 |  URL: https://vk.com/id285443942 | Eval message.user.settings.adm = '🔧JavaScript Coder🔧'
29.12.2019, 17:48:12 | 🔧JavaScript Coder🔧 | uID:6 |  URL: https://vk.com/id285443942 | Проф
29.12.2019, 17:48:49 | ⛔ Мент | uID:0 |  URL: https://vk.com/id545423358 | Eval message.user.settings.adm= '⛔ Мент'
29.12.2019, 17:53:25 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Ферма
29.12.2019, 17:53:33 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Бонус
29.12.2019, 17:53:36 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Бизнес 1
29.12.2019, 17:53:40 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 17:53:59 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Питомец подарки
29.12.2019, 17:54:04 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Проф
29.12.2019, 17:54:14 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Маник
29.12.2019, 17:54:43 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Питомец улучшить
29.12.2019, 17:54:46 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Питомец улучшить
29.12.2019, 17:54:47 | Простой Игрок | uID:107 |  URL: https://vk.com/id553781215 | Питомец улучшить
