
02.01.2020, 20:13:52 | 9 | uID:999 |  URL: https://vk.com/id545423358 | 📦 Сундуки
02.01.2020, 20:20:00 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | бизнес нанять 1 128
02.01.2020, 20:20:02 | 🔥 Администратор | uID:18 |  URL: https://vk.com/id205702799 | Профиль
02.01.2020, 20:20:20 | 🔥 Администратор | uID:18 |  URL: https://vk.com/id205702799 | Донат
02.01.2020, 20:20:21 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | бизнес нанять 1 127
02.01.2020, 20:20:29 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | бизнес нанять 1 123
02.01.2020, 20:20:35 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | бизнес нанять 1 120
02.01.2020, 20:20:43 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | бизнес нанять 1 119
02.01.2020, 20:20:52 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | маник
02.01.2020, 20:20:56 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | проф
02.01.2020, 20:21:07 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | 💽 Ферма
02.01.2020, 20:21:25 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | продать биткоины 3кк
02.01.2020, 20:21:55 | 9 | uID:999 |  URL: https://vk.com/id545423358 | 💽 Ферма
02.01.2020, 20:22:07 | 9 | uID:999 |  URL: https://vk.com/id545423358 | Продать биткойны 7383ммммммммммммммм
02.01.2020, 20:22:15 | 9 | uID:999 |  URL: https://vk.com/id545423358 | Кейсы
02.01.2020, 20:22:21 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Открыть 5
02.01.2020, 20:22:30 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Статистика бота
02.01.2020, 20:23:45 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | проф
02.01.2020, 20:24:22 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | выдать 107 1кккк
02.01.2020, 20:24:41 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | выдать 150 2кккк
02.01.2020, 20:26:02 | 🎅 Санта | uID:48 |  URL: https://vk.com/id476055694 | Выдать 48 10кккк
02.01.2020, 20:26:15 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | проф
02.01.2020, 20:26:34 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | банк все
02.01.2020, 20:26:40 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | проф
02.01.2020, 20:27:09 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | баланс
02.01.2020, 20:27:28 | 🔥 Администратор | uID:150 |  URL: https://vk.com/id528468348 | проф
02.01.2020, 20:28:07 | 🎅 Санта | uID:48 |  URL: https://vk.com/id476055694 | Проф
02.01.2020, 20:28:12 | 🔥 Администратор | uID:161 |  URL: https://vk.com/id550159662 | Проф
02.01.2020, 20:28:24 | 🔥 Администратор | uID:161 |  URL: https://vk.com/id550159662 | setadm 161 7
02.01.2020, 20:28:28 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 48).settings.adm = 64
02.01.2020, 20:28:34 | 🔥 Администратор | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 20:28:43 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Проф
02.01.2020, 20:29:36 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Setadm 161 7
02.01.2020, 20:30:04 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 20:30:26 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Профиль
02.01.2020, 20:31:01 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Проф
02.01.2020, 20:32:00 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Ник 🌚АдминоСанта🎅
02.01.2020, 20:32:18 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Профиль
02.01.2020, 20:32:35 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | Играть
02.01.2020, 20:33:51 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | выдать 161 1ккккк
02.01.2020, 20:34:11 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Лимит
02.01.2020, 20:35:55 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
02.01.2020, 20:39:09 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | топ
02.01.2020, 20:39:12 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Фикст
02.01.2020, 20:59:00 | Простой Игрок | uID:6 |  URL: https://vk.com/id285443942 | 💽 Ферма
02.01.2020, 21:02:16 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | 💽 Ферма
02.01.2020, 21:02:21 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 21:02:36 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | Играть
02.01.2020, 21:02:39 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Играть
02.01.2020, 21:02:45 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 21:02:53 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Лимитв 161 5ккккк
02.01.2020, 21:03:16 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | Лимитв 0 1
02.01.2020, 21:03:46 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | ! const os = require('os'); 
os.networkInterfaces()
02.01.2020, 21:03:58 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 161).misc.pet = "Инопланетянин"
02.01.2020, 21:04:16 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 161).misc.pet = 9
02.01.2020, 21:04:45 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 161).misc.comp = "Компьютер Фарти"
02.01.2020, 21:05:14 | 📀 Владелец  | uID:161 |  URL: https://vk.com/id550159662 | Бот
02.01.2020, 21:05:27 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 161).misc.comp = 10
02.01.2020, 21:06:05 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | eval users.find(x=> x.uid === 161).settings.adm = "Простой Игрок"
02.01.2020, 21:06:11 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 21:06:38 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | питомец поход
02.01.2020, 21:07:40 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Играть
02.01.2020, 21:07:45 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Играть
02.01.2020, 21:08:03 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 21:08:33 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Проф
02.01.2020, 21:08:44 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Ферма
02.01.2020, 21:09:18 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Проф
02.01.2020, 21:09:23 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | проф
02.01.2020, 21:10:08 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | Ник 😷Фарти👌🏻
02.01.2020, 21:14:37 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | 📦 Сундуки
02.01.2020, 21:15:11 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Баланс
02.01.2020, 21:15:22 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Ник ялох
02.01.2020, 21:15:36 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Профиль
02.01.2020, 21:15:36 | 🔥 Администратор | uID:999 |  URL: https://vk.com/id545423358 | Pget
02.01.2020, 21:15:40 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Кейсы
02.01.2020, 21:15:58 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Сундуки 5
02.01.2020, 21:16:00 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Ник 🌚АдминоСанта🎅
02.01.2020, 21:16:03 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Проф
02.01.2020, 21:16:07 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Ник ялох
02.01.2020, 21:16:17 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Ник Админосанта
02.01.2020, 21:16:25 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Ник я г*ей
02.01.2020, 21:16:45 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Ник я г*й
02.01.2020, 21:17:14 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Ник я "ло" + "Х"
02.01.2020, 21:17:34 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Ник я "ло" + "Х"
02.01.2020, 21:17:40 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Ник Мой АдминоСанта
02.01.2020, 21:17:54 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Проф
02.01.2020, 21:17:54 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Бан 15
02.01.2020, 21:18:02 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Eval "Вадим " + "гей выходит🤔"
02.01.2020, 21:18:23 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Профиль
02.01.2020, 21:18:26 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Проф
02.01.2020, 21:19:31 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Eval users.find(x=> x.uid === 5)
02.01.2020, 21:20:11 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Eval users.find(x=> x.uid === 5)
02.01.2020, 21:20:50 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Eval users.find(x=> x.uid === 47)
02.01.2020, 21:21:49 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Eval users.find(x=> x.uid === 5)
02.01.2020, 21:22:09 | Простой Игрок | uID:15 |  URL: https://vk.com/id530903911 | Eval users.find(x=> x.uid === 15).ban=true
02.01.2020, 21:24:16 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Статистика 107
02.01.2020, 21:24:35 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | Статистика 161
02.01.2020, 21:24:42 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | Проф
02.01.2020, 21:24:49 | Простой Игрок | uID:161 |  URL: https://vk.com/id550159662 | Статистика 161
02.01.2020, 21:24:55 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Статистика 47
