
02.01.2020, 21:33:05 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Правила
02.01.2020, 23:00:53 | Простой Игрок | uID:187 |  URL: https://vk.com/id487378089 | 👒 Квесты
02.01.2020, 23:00:56 | Простой Игрок | uID:187 |  URL: https://vk.com/id487378089 | 💽 Ферма
02.01.2020, 23:00:59 | Простой Игрок | uID:187 |  URL: https://vk.com/id487378089 | 📦 Сундуки
02.01.2020, 23:01:01 | Простой Игрок | uID:187 |  URL: https://vk.com/id487378089 | 🖨 Маники
02.01.2020, 23:01:04 | Простой Игрок | uID:187 |  URL: https://vk.com/id487378089 | 👒 Квесты
02.01.2020, 23:01:22 | Простой Игрок | uID:216 |  URL: https://vk.com/id433858924 | Профиль
02.01.2020, 23:09:23 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Кик вышедших
02.01.2020, 23:12:16 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Pget
02.01.2020, 23:13:21 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Помощь
02.01.2020, 23:13:48 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Бан 216 оскорбление бота
02.01.2020, 23:14:26 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Бан 216
02.01.2020, 23:14:31 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Бан словил
02.01.2020, 23:17:29 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
02.01.2020, 23:17:43 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Ферма
02.01.2020, 23:17:49 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Бизнес
02.01.2020, 23:17:58 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Топ
02.01.2020, 23:20:39 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | ! киквышедших
02.01.2020, 23:21:59 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Играть
02.01.2020, 23:22:42 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Проф
02.01.2020, 23:23:12 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Разбан 216
02.01.2020, 23:23:29 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Eval users.find(x=> x.uid === 5).balance = 100101681610161610164013181043015181610
02.01.2020, 23:23:36 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Профиль
02.01.2020, 23:26:42 | Простой Игрок | uID:219 |  URL: https://vk.com/id523670707 | помощь
02.01.2020, 23:26:53 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Правила беседы!
Мат запрещен
02.01.2020, 23:27:37 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Проф
02.01.2020, 23:28:09 | Простой Игрок | uID:219 |  URL: https://vk.com/id523670707 | бот
02.01.2020, 23:28:27 | Простой Игрок | uID:219 |  URL: https://vk.com/id523670707 | профиль
02.01.2020, 23:28:31 | Простой Игрок | uID:219 |  URL: https://vk.com/id523670707 | помощь
02.01.2020, 23:28:45 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | pget
02.01.2020, 23:34:42 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Помощь
02.01.2020, 23:35:06 | Простой Игрок | uID:172 |  URL: https://vk.com/id565604952 | Работать
02.01.2020, 23:35:37 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
02.01.2020, 23:35:59 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Работа
02.01.2020, 23:36:07 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Работа 9
02.01.2020, 23:36:27 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Работать
02.01.2020, 23:36:41 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Бонус
02.01.2020, 23:37:17 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Ферма
02.01.2020, 23:37:45 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Играть
02.01.2020, 23:38:20 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | ! купить вип
02.01.2020, 23:39:32 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Играть
02.01.2020, 23:39:56 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Играть
02.01.2020, 23:40:01 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:40:05 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:40:07 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:40:10 | 🌺 Легендарный Боженька | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:40:15 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:40:18 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:40:26 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Напиток выпить
02.01.2020, 23:40:33 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Профиль
02.01.2020, 23:40:45 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | ПРОФ
02.01.2020, 23:41:03 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Играть
02.01.2020, 23:41:08 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Напиток выпить
02.01.2020, 23:41:12 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Играть
02.01.2020, 23:41:14 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Играть
02.01.2020, 23:41:16 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Профиль
02.01.2020, 23:41:34 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Питомец поход
02.01.2020, 23:41:45 | 🔥 Администратор | uID:154 |  URL: https://vk.com/id501398971 | Проф
02.01.2020, 23:41:54 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Помощь
02.01.2020, 23:42:11 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Бот
02.01.2020, 23:42:19 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Бот
02.01.2020, 23:43:05 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Помощь
02.01.2020, 23:43:10 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Играть
02.01.2020, 23:43:19 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:43:25 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:43:27 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:43:30 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:43:33 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Кейс 5
02.01.2020, 23:43:37 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:42 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:44 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:48 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:50 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:54 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Открыть 5
02.01.2020, 23:43:56 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Донат
02.01.2020, 23:43:59 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Игры
02.01.2020, 23:44:07 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Проф
02.01.2020, 23:44:23 | Простой Игрок | uID:204 |  URL: https://vk.com/id499571457 | Бот
02.01.2020, 23:50:32 | Простой Игрок | uID:220 |  URL: https://vk.com/id314768204 | Проф
02.01.2020, 23:53:39 | Простой Игрок | uID:999 |  URL: https://vk.com/id545423358 | Pget
02.01.2020, 23:56:59 | 🔥 Администратор | uID:5 |  URL: https://vk.com/id479928763 | Баланс
02.01.2020, 23:58:30 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
02.01.2020, 23:59:37 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
03.01.2020, 00:00:02 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Ферма
03.01.2020, 00:04:58 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Проф
03.01.2020, 00:05:09 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
03.01.2020, 00:05:38 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Клан атака
03.01.2020, 00:14:48 | Простой Игрок | uID:186 |  URL: https://vk.com/id500041862 | 💽 Ферма
03.01.2020, 00:16:11 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Помощь
03.01.2020, 00:16:37 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Помощь
03.01.2020, 00:18:46 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Кик неактив 1сеунда
03.01.2020, 00:24:45 | 🔥 Администратор | uID:107 |  URL: https://vk.com/id553781215 | Проф
03.01.2020, 00:25:43 | 🎅 Санта🔥 Администратор | uID:48 |  URL: https://vk.com/id476055694 | Профиль
03.01.2020, 01:00:30 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | 🖨 Маники
03.01.2020, 01:45:13 | Простой Игрок | uID:162 |  URL: https://vk.com/id301782477 | Репорт тех поддержка а непроще взять себе ник тех админ тк ты один а не несколько
03.01.2020, 01:55:15 | 📀 Владелец  | uID:47 |  URL: https://vk.com/id567412154 | Ответ 162 Незнаю я посмотрю!
03.01.2020, 02:39:23 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Профиль
03.01.2020, 02:39:46 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан создать очень богатые
03.01.2020, 02:40:00 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан создать богатые
03.01.2020, 02:40:14 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан создать богат
03.01.2020, 02:40:44 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Продать биткоин 200кккк
03.01.2020, 02:40:47 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан помощь
03.01.2020, 02:40:57 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан пополнить вск
03.01.2020, 02:41:04 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан пополнить все
03.01.2020, 02:41:09 | Простой Игрок | uID:34 |  URL: https://vk.com/id457536858 | Клан
03.01.2020, 05:21:56 | Простой Игрок | uID:223 |  URL: https://vk.com/id541044079 | 📦 Сундуки
03.01.2020, 10:54:20 | Простой Игрок | uID:999 |  URL: https://vk.com/id545423358 | Топ
03.01.2020, 11:00:09 | Простой Игрок | uID:999 |  URL: https://vk.com/id545423358 | Кик https://vk.com/demon_demon_demon__demonov_xd_xd
03.01.2020, 11:01:41 | Простой Игрок | uID:999 |  URL: https://vk.com/id545423358 | Кик https://vk.com/demon_demon_demon__demonov_xd_xd
03.01.2020, 11:12:28 | Простой Игрок | uID:6 |  URL: https://vk.com/id285443942 | проф
